date,campaign_id,creative_id,country,os,days_since_launch,impressions_last_7d,spend_usd,impressions,viewable_impressions,clicks,conversions,revenue_usd,video_completions
2026-02-10,20083,500499,JP,Android,31,106700,36.3,5408,4710,16,2,52.11,0
2026-02-10,20083,500498,JP,Android,25,142131,49.53,9589,8426,36,4,105.4,0
2026-02-10,20083,500501,JP,Android,23,113570,41.45,5531,5046,28,3,62.96,0
2026-02-10,20083,500500,JP,Android,19,100559,51.66,7384,6747,38,2,40.07,0
2026-02-10,20083,500502,JP,Android,18,152458,46.51,8273,6531,43,10,231.1,0
2026-02-10,20083,500503,JP,iOS,36,121584,35.53,4337,3387,11,4,96.64,0
2026-02-10,20083,500499,JP,iOS,31,105306,40.95,5039,3859,10,2,51.76,0
2026-02-10,20083,500498,JP,iOS,25,142707,42.67,7121,5464,25,2,46.1,0
2026-02-10,20083,500501,JP,iOS,23,112246,37.73,5059,4266,22,1,18.95,0
2026-02-10,20083,500500,JP,iOS,19,100757,37.18,4939,3626,23,3,74.05,0
2026-02-10,20083,500502,JP,iOS,18,152831,35.49,5704,4670,30,5,133.25,0
2026-02-11,20083,500503,IT,Android,37,98124,169.59,36853,27983,61,2,41.27,0
2026-02-11,20083,500499,IT,Android,32,86731,138.32,33024,29368,102,10,182.67,0
2026-02-11,20083,500498,IT,Android,26,113047,126.81,35022,25365,163,17,444.64,0
2026-02-11,20083,500501,IT,Android,24,83400,119.58,30307,26545,136,9,199.99,0
2026-02-11,20083,500500,IT,Android,20,77497,133.8,30753,25261,137,12,303.67,0
2026-02-11,20083,500502,IT,Android,19,114145,138.38,44963,35230,225,16,381.9,0
2026-02-11,20083,500503,IT,iOS,37,115052,110.36,25532,21743,48,3,75.21,0
2026-02-11,20083,500499,IT,iOS,32,105532,105.43,23605,20325,37,3,80.16,0
2026-02-11,20083,500498,IT,iOS,26,124627,85.3,22313,19711,78,5,113.19,0
2026-02-11,20083,500501,IT,iOS,24,95858,87.1,20239,16356,78,10,251.35,0
2026-02-11,20083,500500,IT,iOS,20,92291,91.11,20648,17282,109,13,290.34,0
2026-02-11,20083,500502,IT,iOS,19,131999,117.53,31300,27980,187,14,369.82,0
2026-02-11,20083,500503,JP,Android,37,132865,58.59,8387,6568,23,1,20.12,0
2026-02-11,20083,500499,JP,Android,32,122598,57.8,7759,6288,14,2,48.43,0
2026-02-11,20083,500498,JP,Android,26,138048,55.77,9258,8348,30,4,102.97,0
2026-02-11,20083,500501,JP,Android,24,109762,55.94,8032,6656,32,2,44.19,0
2026-02-11,20083,500500,JP,Android,20,107668,55.68,8355,6350,27,3,78.65,0
2026-02-11,20083,500502,JP,Android,19,153921,75.13,13180,9709,69,9,177.97,0
2026-02-11,20083,500503,JP,iOS,37,134520,51.48,6787,5317,18,2,52.98,0
2026-02-11,20083,500499,JP,iOS,32,125432,49.97,6643,5971,15,0,0.0,0
2026-02-11,20083,500498,JP,iOS,26,141559,47.68,7754,6990,32,4,84.56,0
2026-02-11,20083,500501,JP,iOS,24,111514,49.72,6511,5111,30,3,75.04,0
2026-02-11,20083,500500,JP,iOS,20,111352,53.25,6502,5144,21,3,67.39,0
2026-02-11,20083,500502,JP,iOS,19,159567,48.14,8060,7285,41,2,49.66,0
2026-02-12,20083,500503,IT,Android,38,114775,146.01,35428,32444,63,5,101.37,0
2026-02-12,20083,500499,IT,Android,33,103926,117.87,26432,20408,69,5,105.38,0
2026-02-12,20083,500498,IT,Android,27,114668,106.13,32957,28674,102,11,293.32,0
2026-02-12,20083,500501,IT,Android,25,94107,144.44,33489,26464,142,12,251.64,0
2026-02-12,20083,500500,IT,Android,21,95898,100.38,21570,19776,66,5,106.9,0
2026-02-12,20083,500502,IT,Android,20,138996,137.48,42691,31034,223,25,545.99,0
2026-02-12,20083,500503,IT,iOS,38,124997,111.18,22770,19267,46,5,127.64,0
2026-02-12,20083,500499,IT,iOS,33,107910,85.05,18081,13114,39,5,104.64,0
2026-02-12,20083,500498,IT,iOS,27,124014,102.8,28158,21347,84,3,61.97,0
2026-02-12,20083,500501,IT,iOS,25,109168,91.51,20315,17948,70,5,96.73,0
2026-02-12,20083,500500,IT,iOS,21,100151,82.51,17448,13255,76,2,36.37,0
2026-02-12,20083,500502,IT,iOS,20,154171,98.8,24993,19272,126,8,184.35,0
2026-02-12,20083,500503,JP,Android,38,140094,62.38,9266,6790,25,3,68.99,0
2026-02-12,20083,500499,JP,Android,33,120583,50.36,7630,5640,13,3,74.75,0
2026-02-12,20083,500498,JP,Android,27,142583,46.63,8420,6225,37,3,59.56,0
2026-02-12,20083,500501,JP,Android,25,123952,58.81,8723,7329,35,2,48.23,0
2026-02-12,20083,500500,JP,Android,21,110215,50.46,6935,6047,18,4,84.27,0
2026-02-12,20083,500502,JP,Android,20,170891,57.01,10346,8807,56,3,73.74,0
2026-02-12,20083,500503,JP,iOS,38,145023,39.91,4570,4030,6,0,0.0,0
2026-02-12,20083,500499,JP,iOS,33,123174,41.75,5868,5129,16,2,39.48,0
2026-02-12,20083,500498,JP,iOS,27,143882,48.4,7218,6097,29,2,43.25,0
2026-02-12,20083,500501,JP,iOS,25,127616,49.3,6261,4538,25,1,25.61,0
2026-02-12,20083,500500,JP,iOS,21,112211,45.56,5820,4891,18,2,40.96,0
2026-02-12,20083,500502,JP,iOS,20,175533,54.18,9206,7768,57,1,20.88,0
2026-02-13,20083,500503,IT,Android,39,112740,165.24,40535,31623,72,9,201.85,0
2026-02-13,20083,500499,IT,Android,34,96018,116.82,26257,20461,55,1,22.3,0
2026-02-13,20083,500498,IT,Android,28,116078,138.59,45889,37210,162,13,243.61,0
2026-02-13,20083,500501,IT,Android,26,103570,121.58,28204,24749,98,8,159.83,0
2026-02-13,20083,500500,IT,Android,22,87278,113.69,25389,21470,95,10,264.56,0
2026-02-13,20083,500502,IT,Android,21,139776,159.82,47125,36946,205,19,383.0,0
2026-02-13,20083,500503,IT,iOS,39,127743,97.47,22018,17903,32,2,51.94,0
2026-02-13,20083,500499,IT,iOS,34,98670,92.9,21634,17862,58,8,172.26,0
2026-02-13,20083,500498,IT,iOS,28,139654,88.75,22677,17679,81,3,59.21,0
2026-02-13,20083,500501,IT,iOS,26,111535,101.38,22990,20290,82,7,174.23,0
2026-02-13,20083,500500,IT,iOS,22,92019,76.81,15915,12119,76,9,179.26,0
2026-02-13,20083,500502,IT,iOS,21,155601,86.56,22433,18283,104,9,181.88,0
2026-02-13,20083,500503,JP,Android,39,141374,64.43,8678,7149,11,2,46.37,0
2026-02-13,20083,500499,JP,Android,34,112545,60.6,7738,6138,26,3,56.67,0
2026-02-13,20083,500498,JP,Android,28,153073,46.8,8137,7228,26,2,41.87,0
2026-02-13,20083,500501,JP,Android,26,126493,66.97,9748,8760,31,0,0.0,0
2026-02-13,20083,500500,JP,Android,22,99579,43.83,6262,5383,16,0,0.0,0
2026-02-13,20083,500502,JP,Android,21,164854,56.17,9215,7627,35,4,94.29,0
2026-02-13,20083,500503,JP,iOS,39,143265,54.04,7748,7101,11,1,20.86,0
2026-02-13,20083,500499,JP,iOS,34,113640,43.35,6381,5543,11,0,0.0,0
2026-02-13,20083,500498,JP,iOS,28,153456,58.31,10154,9157,32,3,78.77,0
2026-02-13,20083,500501,JP,iOS,26,129730,46.08,5759,4676,23,1,25.32,0
2026-02-13,20083,500500,JP,iOS,22,99339,40.06,4828,4025,16,1,18.9,0
2026-02-13,20083,500502,JP,iOS,21,166009,55.0,9013,7906,40,2,44.47,0
2026-02-14,20083,500503,IT,Android,40,115585,126.6,31044,28047,58,10,265.04,0
2026-02-14,20083,500499,IT,Android,35,93589,113.04,25391,22291,54,6,141.34,0
2026-02-14,20083,500498,IT,Android,29,130653,116.81,37665,31700,107,8,191.79,0
2026-02-14,20083,500501,IT,Android,27,102000,124.88,29458,21370,103,9,197.54,0
2026-02-14,20083,500500,IT,Android,23,82597,130.84,31066,24901,117,10,253.42,0
2026-02-14,20083,500502,IT,Android,22,132331,141.08,42100,38026,183,18,436.86,0
2026-02-14,20083,500503,IT,iOS,40,123859,115.2,23878,18349,30,2,50.76,0
2026-02-14,20083,500499,IT,iOS,35,100899,88.92,18604,15062,36,1,23.43,0
2026-02-14,20083,500498,IT,iOS,29,140160,89.95,26759,21885,67,8,182.03,0
2026-02-14,20083,500501,IT,iOS,27,111143,106.37,22904,17985,57,3,63.33,0
2026-02-14,20083,500500,IT,iOS,23,96215,113.74,22853,17078,84,10,185.79,0
2026-02-14,20083,500502,IT,iOS,22,149438,95.27,23491,20648,98,11,230.28,0
2026-02-14,20083,500503,JP,Android,40,138471,54.54,7779,6771,20,0,0.0,0
2026-02-14,20083,500499,JP,Android,35,111873,61.66,9044,7578,16,2,52.3,0
2026-02-14,20083,500498,JP,Android,29,158499,59.2,10812,7986,32,3,56.2,0
2026-02-14,20083,500501,JP,Android,27,125324,66.33,9506,7943,34,6,130.84,0
2026-02-14,20083,500500,JP,Android,23,112133,51.23,7407,6363,37,3,62.42,0
2026-02-14,20083,500502,JP,Android,22,162583,71.94,13262,10200,62,6,113.3,0
2026-02-14,20083,500503,JP,iOS,40,141680,44.38,5708,5050,8,1,20.68,0
2026-02-14,20083,500499,JP,iOS,35,115049,50.03,6322,5421,9,1,23.51,0
2026-02-14,20083,500498,JP,iOS,29,162093,39.27,6251,5183,21,3,67.05,0
2026-02-14,20083,500501,JP,iOS,27,128569,49.23,6434,5717,26,3,73.54,0
2026-02-14,20083,500500,JP,iOS,23,113720,48.85,5913,4358,11,1,20.6,0
2026-02-14,20083,500502,JP,iOS,22,166639,45.1,6992,5479,32,3,78.02,0
2026-02-15,20083,500503,IT,Android,41,106853,162.97,37476,32154,61,6,108.87,0
2026-02-15,20083,500499,IT,Android,36,95114,138.7,33300,28560,81,5,123.95,0
2026-02-15,20083,500498,IT,Android,30,122455,143.55,40694,32893,121,13,311.86,0
2026-02-15,20083,500501,IT,Android,28,106799,102.32,24579,21763,89,9,166.0,0
2026-02-15,20083,500500,IT,Android,24,94244,123.61,27496,25185,90,10,266.85,0
2026-02-15,20083,500502,IT,Android,23,126506,122.7,35701,30601,182,9,180.91,0
2026-02-15,20083,500503,IT,iOS,41,122311,130.5,30707,25896,50,5,120.53,0
2026-02-15,20083,500499,IT,iOS,36,106780,87.05,17919,15774,49,4,84.62,0
2026-02-15,20083,500498,IT,iOS,30,140472,107.86,29573,22379,89,8,159.22,0
2026-02-15,20083,500501,IT,iOS,28,108388,123.05,26473,21831,102,6,110.64,0
2026-02-15,20083,500500,IT,iOS,24,105825,117.57,23229,17455,71,6,138.91,0
2026-02-15,20083,500502,IT,iOS,23,139774,134.92,39137,28249,162,16,424.97,0
2026-02-15,20083,500503,JP,Android,41,144340,63.23,9342,8409,18,5,115.13,0
2026-02-15,20083,500499,JP,Android,36,116961,57.47,8640,7407,20,1,25.56,0
2026-02-15,20083,500498,JP,Android,30,161908,57.21,10282,8616,26,4,83.77,0
2026-02-15,20083,500501,JP,Android,28,125113,50.15,6943,5459,20,3,59.12,0
2026-02-15,20083,500500,JP,Android,24,122792,46.19,6727,5099,28,2,46.41,0
2026-02-15,20083,500502,JP,Android,23,169696,58.38,10261,8113,45,2,52.34,0
2026-02-15,20083,500503,JP,iOS,41,145934,54.05,6656,5432,17,2,36.63,0
2026-02-15,20083,500499,JP,iOS,36,119220,42.04,5220,4299,9,2,39.81,0
2026-02-15,20083,500498,JP,iOS,30,162036,47.87,7391,6395,23,3,61.93,0
2026-02-15,20083,500501,JP,iOS,28,126297,47.42,5966,4430,23,3,56.61,0
2026-02-15,20083,500500,JP,iOS,24,124691,43.23,6026,4844,23,1,26.8,0
2026-02-15,20083,500502,JP,iOS,23,170944,60.57,9515,7767,30,2,38.96,0
2026-02-16,20083,500503,IT,Android,42,121546,168.32,40680,36987,70,5,100.38,0
2026-02-16,20083,500499,IT,Android,37,99049,126.05,28136,20640,70,3,56.83,0
2026-02-16,20083,500498,IT,Android,31,131762,130.4,35915,26735,104,9,236.21,0
2026-02-16,20083,500501,IT,Android,29,102805,137.63,31139,25893,93,5,93.99,0
2026-02-16,20083,500500,IT,Android,25,99651,139.3,33857,29162,99,8,197.99,0
2026-02-16,20083,500502,IT,Android,24,138359,162.23,48616,40636,181,13,278.67,0
2026-02-16,20083,500503,IT,iOS,42,138348,140.7,30938,23788,62,6,113.95,0
2026-02-16,20083,500499,IT,iOS,37,108581,131.24,27263,19634,49,3,73.09,0
2026-02-16,20083,500498,IT,iOS,31,140918,113.47,30357,23595,86,4,93.15,0
2026-02-16,20083,500501,IT,iOS,29,111040,138.83,27810,23801,103,8,168.63,0
2026-02-16,20083,500500,IT,iOS,25,110655,124.27,26410,20482,94,7,174.65,0
2026-02-16,20083,500502,IT,iOS,24,163484,123.88,31713,28276,128,15,402.48,0
2026-02-16,20083,500503,JP,Android,42,161507,77.6,11363,10107,22,4,97.97,0
2026-02-16,20083,500499,JP,Android,37,126800,61.64,9006,6650,20,0,0.0,0
2026-02-16,20083,500498,JP,Android,31,160463,60.43,10213,7736,27,3,79.17,0
2026-02-16,20083,500501,JP,Android,29,129344,69.77,9973,8055,33,3,78.62,0
2026-02-16,20083,500500,JP,Android,25,129658,70.1,9244,7774,23,2,53.49,0
2026-02-16,20083,500502,JP,Android,24,181935,71.48,13226,12139,36,4,72.42,0
2026-02-16,20083,500503,JP,iOS,42,167162,66.0,9005,7782,20,1,26.45,0
2026-02-16,20083,500499,JP,iOS,37,129484,43.38,5996,4626,8,1,22.99,0
2026-02-16,20083,500498,JP,iOS,31,164425,49.17,7811,6812,23,2,53.13,0
2026-02-16,20083,500501,JP,iOS,29,132883,58.35,7219,5882,14,3,70.01,0
2026-02-16,20083,500500,JP,iOS,25,132989,43.39,5621,4130,9,2,46.01,0
2026-02-16,20083,500502,JP,iOS,24,188169,45.15,6903,6147,24,4,73.41,0
2026-02-17,20083,500503,IT,Android,43,138691,138.87,36052,26863,56,5,128.94,0
2026-02-17,20083,500499,IT,Android,38,102180,94.4,20658,16826,47,8,193.08,0
2026-02-17,20083,500498,IT,Android,32,131542,116.53,33937,27449,66,7,160.97,0
2026-02-17,20083,500501,IT,Android,30,115523,129.56,29869,22292,106,11,220.62,0
2026-02-17,20083,500500,IT,Android,26,111114,115.99,29299,23571,80,6,146.6,0
2026-02-17,20083,500502,IT,Android,25,159371,110.5,31382,24866,134,11,224.67,0
2026-02-17,20083,500503,IT,iOS,43,144036,122.3,25921,23221,34,4,92.95,0
2026-02-17,20083,500499,IT,iOS,38,104919,95.09,18588,15393,38,3,56.28,0
2026-02-17,20083,500498,IT,iOS,32,135906,111.86,29710,23082,69,4,95.26,0
2026-02-17,20083,500501,IT,iOS,30,118919,124.53,25917,21349,86,10,188.57,0
2026-02-17,20083,500500,IT,iOS,26,117184,102.06,22277,16241,75,5,94.99,0
2026-02-17,20083,500502,IT,iOS,25,151616,128.31,36452,32450,138,10,184.86,0
2026-02-17,20083,500503,JP,Android,43,160615,55.9,8078,6854,21,4,96.46,0
2026-02-17,20083,500499,JP,Android,38,114867,58.93,8829,7608,14,1,23.3,0
2026-02-17,20083,500498,JP,Android,32,155334,51.75,9566,8471,23,3,57.28,0
2026-02-17,20083,500501,JP,Android,30,137893,65.53,8450,6126,20,0,0.0,0
2026-02-17,20083,500500,JP,Android,26,132734,64.89,8990,7701,22,3,54.39,0
2026-02-17,20083,500502,JP,Android,25,177807,71.93,13200,10934,43,6,128.38,0
2026-02-17,20083,500503,JP,iOS,43,162037,40.29,5555,4764,10,1,26.28,0
2026-02-17,20083,500499,JP,iOS,38,118476,43.07,5118,3972,13,0,0.0,0
2026-02-17,20083,500498,JP,iOS,32,157509,44.4,7069,5932,20,2,51.55,0
2026-02-17,20083,500501,JP,iOS,30,140377,48.81,6207,5374,23,3,78.88,0
2026-02-17,20083,500500,JP,iOS,26,135698,38.89,5270,4641,15,1,23.63,0
2026-02-17,20083,500502,JP,iOS,25,181492,49.38,7781,6380,32,5,115.37,0
2026-02-18,20083,500503,IT,Android,44,126912,162.58,38449,32362,56,5,125.68,0
2026-02-18,20083,500499,IT,Android,39,95458,169.51,39410,28978,77,12,244.0,0
2026-02-18,20083,500498,IT,Android,33,128663,135.35,38933,30976,116,9,185.82,0
2026-02-18,20083,500501,IT,Android,31,115445,125.62,28571,21087,73,5,128.71,0
2026-02-18,20083,500500,IT,Android,27,107111,154.93,35556,26805,96,7,137.24,0
2026-02-18,20083,500502,IT,Android,26,140657,134.9,40983,35623,175,18,428.33,0
2026-02-18,20083,500503,IT,iOS,44,134423,117.37,25770,18929,38,6,128.9,0
2026-02-18,20083,500499,IT,iOS,39,107605,120.63,26392,23949,49,4,89.93,0
2026-02-18,20083,500498,IT,iOS,33,137239,109.61,27808,25481,68,6,127.01,0
2026-02-18,20083,500501,IT,iOS,31,116206,122.15,24897,20012,72,8,181.83,0
2026-02-18,20083,500500,IT,iOS,27,116257,111.35,25557,19532,63,6,143.36,0
2026-02-18,20083,500502,IT,iOS,26,149927,143.79,39205,32439,175,8,173.4,0
2026-02-18,20083,500503,JP,Android,44,148830,75.29,10920,9867,19,2,41.89,0
2026-02-18,20083,500499,JP,Android,39,124991,74.22,10648,7713,17,1,19.13,0
2026-02-18,20083,500498,JP,Android,33,154834,63.23,10352,8743,25,2,39.82,0
2026-02-18,20083,500501,JP,Android,31,131130,67.33,8673,6313,28,2,46.3,0
2026-02-18,20083,500500,JP,Android,27,132570,79.08,11331,8360,28,2,38.99,0
2026-02-18,20083,500502,JP,Android,26,175906,64.83,11506,8316,42,10,226.81,0
2026-02-18,20083,500503,JP,iOS,44,150745,71.02,9480,7018,11,4,96.69,0
2026-02-18,20083,500499,JP,iOS,39,129643,47.9,5842,4251,8,1,24.15,0
2026-02-18,20083,500498,JP,iOS,33,157375,57.88,9428,6947,22,2,40.76,0
2026-02-18,20083,500501,JP,iOS,31,132584,63.05,8980,7357,29,2,41.02,0
2026-02-18,20083,500500,JP,iOS,27,138280,51.57,6813,5340,17,2,38.51,0
2026-02-18,20083,500502,JP,iOS,26,180509,65.73,10443,7723,37,5,108.33,0
2026-02-19,20083,500503,IT,Android,45,124173,112.92,24772,21955,51,2,51.44,0
2026-02-19,20083,500499,IT,Android,40,114827,112.22,24204,18294,41,1,24.65,0
2026-02-19,20083,500498,IT,Android,34,132866,147.69,45640,41883,130,13,308.84,0
2026-02-19,20083,500501,IT,Android,32,111695,141.46,30840,23806,82,5,119.25,0
2026-02-19,20083,500500,IT,Android,28,115794,141.61,35168,30586,116,6,131.01,0
2026-02-19,20083,500502,IT,Android,27,159570,120.08,38624,34701,130,18,440.45,0
2026-02-19,20083,500503,IT,iOS,45,123024,122.36,27035,21003,48,3,60.48,0
2026-02-19,20083,500499,IT,iOS,40,120443,102.23,21921,17699,50,3,72.24,0
2026-02-19,20083,500498,IT,iOS,34,148796,88.34,22540,19698,57,8,168.45,0
2026-02-19,20083,500501,IT,iOS,32,116618,133.58,28357,24390,73,9,237.57,0
2026-02-19,20083,500500,IT,iOS,28,128685,94.07,20155,18518,55,4,80.54,0
2026-02-19,20083,500502,IT,iOS,27,161742,99.43,26000,20975,96,8,151.36,0
2026-02-19,20083,500503,JP,Android,45,141981,62.13,9211,8200,17,1,24.2,0
2026-02-19,20083,500499,JP,Android,40,133535,52.11,7033,5903,14,0,0.0,0
2026-02-19,20083,500498,JP,Android,34,161770,66.73,11638,9854,34,5,90.47,0
2026-02-19,20083,500501,JP,Android,32,136525,54.43,7650,5951,18,0,0.0,0
2026-02-19,20083,500500,JP,Android,28,139850,67.47,9350,7203,20,2,43.64,0
2026-02-19,20083,500502,JP,Android,27,174542,61.38,11162,8800,30,2,49.68,0
2026-02-19,20083,500503,JP,iOS,45,145637,58.06,7417,5582,18,0,0.0,0
2026-02-19,20083,500499,JP,iOS,40,135450,44.2,6097,4454,15,1,23.84,0
2026-02-19,20083,500498,JP,iOS,34,166339,50.68,8783,7167,18,2,39.61,0
2026-02-19,20083,500501,JP,iOS,32,137968,47.46,6102,5470,17,1,20.05,0
2026-02-19,20083,500500,JP,iOS,28,143930,47.89,6306,4636,17,2,42.15,0
2026-02-19,20083,500502,JP,iOS,27,177923,41.63,6783,6213,23,1,20.4,0
2026-02-20,20083,500503,IT,Android,46,114605,172.26,42231,32645,65,2,43.4,0
2026-02-20,20083,500499,IT,Android,41,102137,127.59,30941,27832,44,5,124.23,0
2026-02-20,20083,500498,IT,Android,35,136189,117.25,33804,24616,62,5,94.59,0
2026-02-20,20083,500501,IT,Android,33,115499,147.88,34651,30372,91,3,60.68,0
2026-02-20,20083,500500,IT,Android,29,114680,121.71,28980,21601,85,7,132.62,0
2026-02-20,20083,500502,IT,Android,28,143723,146.31,44673,34639,175,12,241.77,0
2026-02-20,20083,500503,IT,iOS,46,131066,142.83,31228,25267,52,4,91.2,0
2026-02-20,20083,500499,IT,iOS,41,106686,99.0,21624,16821,44,2,41.11,0
2026-02-20,20083,500498,IT,iOS,35,142185,129.98,35176,30746,74,2,42.67,0
2026-02-20,20083,500501,IT,iOS,33,125253,104.06,25158,18182,75,13,298.44,0
2026-02-20,20083,500500,IT,iOS,29,118103,128.17,27015,19457,65,2,38.07,0
2026-02-20,20083,500502,IT,iOS,28,149191,147.82,43983,35172,133,15,344.57,0
2026-02-20,20083,500503,JP,Android,46,151374,68.21,9433,8476,22,2,39.09,0
2026-02-20,20083,500499,JP,Android,41,117662,66.92,9897,7379,14,1,18.74,0
2026-02-20,20083,500498,JP,Android,35,167009,74.93,13687,12004,23,4,87.2,0
2026-02-20,20083,500501,JP,Android,33,141738,76.66,10989,9986,25,2,40.25,0
2026-02-20,20083,500500,JP,Android,29,133787,73.0,10438,7758,24,5,94.33,0
2026-02-20,20083,500502,JP,Android,28,181668,66.87,11341,9650,51,3,74.82,0
2026-02-20,20083,500503,JP,iOS,46,151327,45.34,5549,4674,16,2,46.6,0
2026-02-20,20083,500499,JP,iOS,41,121717,51.36,6766,6099,12,1,25.16,0
2026-02-20,20083,500498,JP,iOS,35,171268,51.76,8471,6449,16,2,46.72,0
2026-02-20,20083,500501,JP,iOS,33,143747,43.05,5767,4448,11,1,26.66,0
2026-02-20,20083,500500,JP,iOS,29,137412,49.63,6829,5845,21,1,18.98,0
2026-02-20,20083,500502,JP,iOS,28,182566,60.85,9746,8919,33,2,52.07,0
2026-02-21,20083,500503,IT,Android,47,132104,185.55,44399,40713,93,8,197.16,0
2026-02-21,20083,500499,IT,Android,42,104279,170.66,36823,30340,73,6,135.55,0
2026-02-21,20083,500498,IT,Android,36,134099,139.92,40074,30983,95,7,140.51,0
2026-02-21,20083,500501,IT,Android,34,118674,149.5,32963,29691,68,8,147.54,0
2026-02-21,20083,500500,IT,Android,30,109073,128.49,29867,25105,75,4,81.72,0
2026-02-21,20083,500502,IT,Android,29,153688,153.89,47708,40307,165,9,212.67,0
2026-02-21,20083,500503,IT,iOS,47,149468,111.37,24711,20766,41,2,52.89,0
2026-02-21,20083,500499,IT,iOS,42,119181,121.82,24054,19350,43,5,104.93,0
2026-02-21,20083,500498,IT,iOS,36,151633,111.45,29776,22921,61,6,115.81,0
2026-02-21,20083,500501,IT,iOS,34,123280,103.86,21447,17935,40,1,22.27,0
2026-02-21,20083,500500,IT,iOS,30,118785,106.94,23279,20551,61,5,97.56,0
2026-02-21,20083,500502,IT,iOS,29,175396,151.73,42221,31938,146,16,343.16,0
2026-02-21,20083,500503,JP,Android,47,164968,79.89,11955,9771,19,3,57.95,0
2026-02-21,20083,500499,JP,Android,42,136202,73.2,10265,7579,18,3,57.12,0
2026-02-21,20083,500498,JP,Android,36,169771,62.35,11212,9739,22,0,0.0,0
2026-02-21,20083,500501,JP,Android,34,137077,77.09,11187,9078,26,3,65.58,0
2026-02-21,20083,500500,JP,Android,30,132714,80.08,10821,8732,27,2,38.11,0
2026-02-21,20083,500502,JP,Android,29,206455,83.99,14833,12031,46,7,184.34,0
2026-02-21,20083,500503,JP,iOS,47,169506,65.39,9132,7097,14,0,0.0,0
2026-02-21,20083,500499,JP,iOS,42,140370,52.81,7708,5738,13,1,26.29,0
2026-02-21,20083,500498,JP,iOS,36,172200,64.03,9659,7435,23,5,97.37,0
2026-02-21,20083,500501,JP,iOS,34,142162,60.92,8135,6354,19,0,0.0,0
2026-02-21,20083,500500,JP,iOS,30,137229,47.65,6294,5235,15,1,21.23,0
2026-02-21,20083,500502,JP,iOS,29,214505,57.43,9969,8576,33,5,104.84,0
2026-02-22,20083,500503,IT,Android,48,136407,161.83,41223,30498,71,6,112.62,0
2026-02-22,20083,500499,IT,Android,43,117137,155.38,36717,27755,69,6,117.08,0
2026-02-22,20083,500498,IT,Android,37,148055,186.99,57728,44759,119,10,232.35,0
2026-02-22,20083,500501,IT,Android,35,115646,176.96,42398,37941,100,6,119.75,0
2026-02-22,20083,500500,IT,Android,31,114543,175.63,39297,28460,111,12,309.96,0
2026-02-22,20083,500502,IT,Android,30,179801,209.34,59986,53719,166,11,288.77,0
2026-02-22,20083,500503,IT,iOS,48,146402,144.08,31440,26022,48,1,23.09,0
2026-02-22,20083,500499,IT,iOS,43,132230,131.0,28047,21177,51,5,114.0,0
2026-02-22,20083,500498,IT,iOS,37,170607,117.04,30050,23016,61,7,136.75,0
2026-02-22,20083,500501,IT,iOS,35,132886,128.56,25332,22710,65,5,102.19,0
2026-02-22,20083,500500,IT,iOS,31,126825,127.2,26489,19557,51,7,151.59,0
2026-02-22,20083,500502,IT,iOS,30,195804,117.78,31578,28103,96,9,170.02,0
2026-02-22,20083,500503,JP,Android,48,168409,89.05,13367,10681,24,3,65.62,0
2026-02-22,20083,500499,JP,Android,43,150380,67.09,9300,6947,13,2,53.27,0
2026-02-22,20083,500498,JP,Android,37,186970,69.53,12424,10326,26,1,26.17,0
2026-02-22,20083,500501,JP,Android,35,147229,82.91,12255,9342,24,3,68.05,0
2026-02-22,20083,500500,JP,Android,31,142876,65.6,8775,6913,20,3,64.21,0
2026-02-22,20083,500502,JP,Android,30,216041,98.34,18042,14853,58,9,226.35,0
2026-02-22,20083,500503,JP,iOS,48,176227,55.07,7608,5495,11,1,25.38,0
2026-02-22,20083,500499,JP,iOS,43,152914,62.39,8270,7504,12,0,0.0,0
2026-02-22,20083,500498,JP,iOS,37,190923,63.51,9975,7851,17,1,24.76,0
2026-02-22,20083,500501,JP,iOS,35,153717,71.63,9795,8470,29,3,55.48,0
2026-02-22,20083,500500,JP,iOS,31,144822,66.29,8351,6790,20,3,58.85,0
2026-02-22,20083,500502,JP,iOS,30,224337,58.49,9610,7223,22,1,20.76,0
2026-02-23,20083,500503,IT,Android,49,139436,162.61,35141,29440,67,6,157.07,0
2026-02-23,20083,500499,IT,Android,44,124361,155.7,34858,25151,64,5,96.51,0
2026-02-23,20083,500498,IT,Android,38,160824,147.4,40320,29241,88,7,128.15,0
2026-02-23,20083,500501,IT,Android,36,130549,146.34,33407,28648,64,6,158.87,0
2026-02-23,20083,500500,IT,Android,32,123306,150.09,33394,26029,82,8,202.24,0
2026-02-23,20083,500502,IT,Android,31,186239,142.01,42905,32398,149,14,285.67,0
2026-02-23,20083,500503,IT,iOS,49,149866,140.12,27800,22132,37,1,26.25,0
2026-02-23,20083,500499,IT,iOS,44,135165,93.43,23514,20894,36,5,93.9,0
2026-02-23,20083,500498,IT,iOS,38,171368,97.66,25492,23379,44,7,186.82,0
2026-02-23,20083,500501,IT,iOS,36,142509,102.28,20304,17505,59,4,101.4,0
2026-02-23,20083,500500,IT,iOS,32,133421,106.57,23801,20916,51,8,159.32,0
2026-02-23,20083,500502,IT,iOS,31,186923,118.06,32360,23616,95,7,178.97,0
2026-02-23,20083,500503,JP,Android,49,165711,74.33,10204,7586,29,2,39.57,0
2026-02-23,20083,500499,JP,Android,44,148414,62.89,8640,7874,20,1,26.5,0
